# Qualitas Corpus Metadata
# Timestamp: 20130909T1126NZST
# See http://qualitascorpus.com/docs/metadata/attributes.html for explanation of fields.
system	status	sysvercount	description	sysver	fullname	domain	jreversion	license	distribution	releasedate	sourcepackages	n_bin	n_both	n_files	n_top(bin)	loc(both)	ncloc(both)	url
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-3.6.0	Hibernate	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-distribution-3.6.0.Final/lgpl.txt	e	2010-10-14	org.hibernate.	2678	2605	1961	2016	295866	164945	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-3.6.2	Hibernate	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-distribution-3.6.2.Final/lgpl.txt	e	2011-03-09	org.hibernate.	2699	2626	1966	2021	297832	166192	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-3.6.3	Hibernate	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-distribution-3.6.3.Final/lgpl.txt	e	2011-04-06	org.hibernate.	2709	2636	1974	2029	298277	166471	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-3.6.4	Hibernate	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-distribution-3.6.4.Final/lgpl.txt	e	2011-05-04	org.hibernate.	2709	2636	1974	2029	298435	166571	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-3.6.5	Hibernate	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-distribution-3.6.5.Final/lgpl.txt	e	2011-06-08	org.hibernate.	2713	2640	1978	2033	298756	166748	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-3.6.6	Hibernate	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-distribution-3.6.6.Final/lgpl.txt	e	2011-07-20	org.hibernate.	2713	2640	1978	2033	298808	166789	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-3.6.7	Hibernate	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-distribution-3.6.7.Final/lgpl.txt	e	2011-08-17	org.hibernate.	2713	2640	1978	2033	298854	166821	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-3.6.8	Hibernate	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-distribution-3.6.8.Final/lgpl.txt	e	2011-10-26	org.hibernate.	2722	2649	1983	2038	299711	167394	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-3.6.9	Hibernate	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-distribution-3.6.9.Final/lgpl.txt	e	2011-12-14	org.hibernate.	2722	2649	1983	2038	299713	167396	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-4.0.0	Hibernate	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-release-4.0.0.Final/lgpl.txt	e	2011-12-14	org.hibernate.	3438	3170	2392	2599	342673	192611	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-4.0.1	Hibernate	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-release-4.0.1.Final/lgpl.txt	e	2012-01-11	org.hibernate.	3452	3184	2405	2612	343871	193360	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-4.1.0	Hibernate	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-release-4.1.0.Final/lgpl.txt	e	2012-02-08	org.hibernate.	3510	3242	2440	2647	350338	196995	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-4.1.1	Hibernate	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-release-4.1.1.Final/lgpl.txt	e	2012-03-07	org.hibernate.	3534	3266	2442	2649	353230	198631	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-4.1.2	Hibernate	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-release-4.1.2.Final/lgpl.txt	e	2012-04-04	org.hibernate.	3550	3280	2446	2655	354801	199505	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-4.1.3	Hibernate	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-release-4.1.3.Final/lgpl.txt	e	2012-05-02	org.hibernate.	3556	3284	2449	2660	355437	199932	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-4.1.4	Hibernate	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-release-4.1.4.Final/lgpl.txt	e	2012-05-30	org.hibernate.	3563	3291	2450	2661	356023	200430	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-4.1.5	Hibernate	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-release-4.1.5.Final/lgpl.txt	e	2012-07-12	org.hibernate.	3584	3312	2464	2675	357193	201035	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-4.1.6	Hibernate	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-release-4.1.6.Final/lgpl.txt	e	2012-08-09	org.hibernate.	3592	3321	2470	2680	358459	201813	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-4.1.7	Hibernate	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-release-4.1.7.Final/lgpl.txt	e	2012-09-06	org.hibernate.	3604	3333	2470	2680	359036	202249	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-4.1.8	Hibernate	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-release-4.1.8.Final/lgpl.txt	e	2012-10-31	org.hibernate.	3796	3525	2546	2756	373272	212133	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-4.1.9	Hibernate	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-release-4.1.9.Final/lgpl.txt	e	2012-12-13	org.hibernate.	3801	3530	2547	2757	374302	212802	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-4.1.10	Hibernate	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-release-4.1.10.Final/lgpl.txt	e	2013-02-21	org.hibernate.	3830	3559	2564	2774	375802	213465	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-4.1.11	Hibernate	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-release-4.1.11.Final/lgpl.txt	e	2013-03-18	org.hibernate.	3833	3562	2567	2777	376000	213679	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-4.2.0	Hibernate	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-release-4.2.0.Final/lgpl.txt	e	2013-03-19	org.hibernate.	3874	3603	2580	2790	379877	216235	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-4.1.12	Hibernate	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-release-4.1.12.Final/lgpl.txt	e	2013-04-26	org.hibernate.	3830	3559	2564	2774	375728	213606	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-4.2.1	Hibernate	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-release-4.2.1.Final/lgpl.txt	e	2013-04-26	org.hibernate.	3879	3608	2583	2793	380830	216851	http://www.hibernate.org
hibernate	Active	115	Projects allowing utilisation of POJO-style domain models	hibernate-4.2.2	Hibernate	database	1.6.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/hibernate-release-4.2.2.Final/lgpl.txt	e,r	2013-05-23	org.hibernate.	3885	3614	2587	2797	381426	217163	http://www.hibernate.org
hsqldb	Active	3	SQL relational database engine	hsqldb-1.8.0.2	HyperSQL DataBase	database	1.4.2_19	Copyright (c) 2001-2005, The HSQL Development Group;src/hsqldb/doc/hsqldb_lic.txt	f	2005-11-01	org.hsqldb.	299	299	217	217	122453	56060	http://hsqldb.sourceforge.net/
hsqldb	Active	3	SQL relational database engine	hsqldb-1.8.0.4	hsqldb	database	1.4.2_19	Copyright (c) 2001-2005, The HSQL Development Group;src/hsqldb/doc/hsqldb_lic.txt	f	2006-04-16	org.hsqldb.	299	299	217	217	124195	56905	http://hsqldb.sourceforge.net/
hsqldb	Active	3	SQL relational database engine	hsqldb-2.0.0	HyperSQL	database	1.6.0	Copyright (c) 2001-2010, The HSQL Development Group;src/hsqldb-2.0.0/hsqldb/doc/hsqldb_lic.txt	r	2010-06-07	org.hsqldb.	535	535	388	388	228172	123268	http://hsqldb.org/
htmlunit	Active	2	API that allows invocation of HTML pages, fill out forms, click links, etc.	htmlunit-1.8	HtmlUnit	testing	1.4.2_19	Copyright (c) 2002-2006 Gargoyle Software Inc;src/htmlunit-src-1.8/LICENSE.txt	f	2006-02-17	com.gargoylesoftware.htmlunit.	254	254	218	220	40719	14952	http://htmlunit.sourceforge.net/
htmlunit	Active	2	API that allows invocation of HTML pages, fill out forms, click links, etc.	htmlunit-2.8	HtmlUnit	testing	1.5.0_22	Copyright (c) 2002-2010 Gargoyle Software Inc;src/htmlunit-2.8/LICENSE.txt	r	2010-08-05	com.gargoylesoftware.htmlunit. net.sourceforge.htmlunit.	932	556	443	704	84333	40004	http://htmlunit.sourceforge.net/
informa	Active	2	News aggregation library	informa-0.6.5	Informa	middleware	1.4.2_19	GNU // Lesser General Public License as published by the Free Software Foundation. // // Version 2.1;src/informa-0.6.5/LICENSE.txt	f	2005-09-30	de.nava.informa.	162	162	151	151	21398	9245	http://informa.sourceforge.net/
informa	Active	2	News aggregation library	informa-0.7.0-alpha2	Informa	middleware	1.5.0_22	GNU // Lesser General Public License as published by the Free Software Foundation. // // Version 2.1;src/informa-0.7.0-alpha2/LICENSE.txt	r	2007-01-06	de.nava.informa.	170	170	150	150	21926	9722	http://informa.sourceforge.net/
ireport	Active	2	Visual reporting tool for JasperReports	ireport-0.5.2	<none>	diagram generator/data visualization	1.4.2_19	<none>	f	2005-11-01	it.businesslogic.ireport.	1243	1243	345	347	92622	63869	http://sourceforge.net/projects/ireport/
ireport	Active	2	Visual reporting tool for JasperReports	ireport-3.7.5	IReport	diagram generator/data visualization	1.6.0	GNU AFFERO GENERAL PUBLIC LICENSE Version 3, 19 November 2007;src/iReport-3.7.5-src/LICENSE_ireport.txt	r	2010-09-22	com.jaspersoft.ireport. com.jaspersoft.jrx.	3394	3381	1626	1644	338819	221490	http://sourceforge.net/projects/ireport
itext	Active	2	Library for creating and manipulating PDF documents	itext-1.4.5	iText	diagram generator/data visualization	1.4.2_19	GNU LIBRARY GENERAL PUBLIC LICENSE Version 2, June 1991;src/com/lowagie/text/lgpl.txt	f	2006-09-14	com.lowagie.	710	710	485	492	161435	91280	http://sourceforge.net/project/showfiles.php?group_id=15255&package_id=12596
itext	Active	2	Library for creating and manipulating PDF documents	itext-5.0.3	iText PDF	diagram generator/data visualization	1.5.0_22	<none>	r	2010-07-22	com.itextpdf.text	544	544	401	401	140428	76369	http://www.itextpdf.com/
ivatagroupware	Moribund	1	Standards based groupware solution	ivatagroupware-0.11.3	ivata op	middleware	1.4.2_19	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/ivatagroupware-src-0.11.3/LICENSE.txt	r	2005-10-10	com.ivata	381	222	213	371	69636	23786	http://sourceforge.net/projects/ivataopenportal/
jFin_DateMath	Active	2	Libraryfor financial date arithmetic	jFin_DateMath-R1.0.0	<none>	SDK	1.5.0_22	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/doc/COPYING.txt	f	2007-11-02	org.jfin	111	111	109	109	15558	8272	http://jfin.org
jFin_DateMath	Active	2	Libraryfor financial date arithmetic	jFin_DateMath-R1.0.1	jFin Date Math	SDK	1.5.0_22	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/doc/COPYING.txt	r	2010-02-19	org.jfin	62	62	60	60	9910	4807	http://jfin.org
jag	Moribund	2	Application generator for J2EE applications	jag-5.0.1	<none>	tool	1.4.2_19	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/jag-5.0.1/COPYING.txt	f	2005-10-13	com.finalist.	338	249	120	208	26340	14762	http://sourceforge.net/projects/jag/
jag	Moribund	2	Application generator for J2EE applications	jag-6.1	JAG	tool	1.4.2_19	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/jag-6.1/COPYING.txt	r	2006-05-25	com.finalist.	344	255	121	209	27665	15733	http://jag.sourceforge.net/
james	Active	1	Library for mail communication	james-2.2.0	<none>	tool	1.2.2_017	Apache License Version 2.0, January 2004;src/LICENSE.txt	r	2004-06-15	org.apache.james. org.apache.mailet	340	340	270	271	54407	27003	http://james.apache.org/
jasml	Moribund	1	Provides manipulation of class files	jasml-0.10	Java Assembling Language	tool	1.4.2_19	NONE; This version was released under the Apache Software License according to http://sourceforge.net/projects/jasml (checked 20130729)	r	2006-05-23	com.jasml	49	49	42	42	7026	5732	http://jasml.sourceforge.net/
jasperreports	Active	2	Reporting engine	jasperreports-1.1.0	<none>	diagram generator/data visualization	1.4.2_19	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/jasperreports-1.1.0/lgpl.txt	f	2005-11-01	net.sf.jasperreports.	736	736	590	633	131097	70204	http://sourceforge.net/project/showfiles.php?group_id=36382&package_id=28579
jasperreports	Active	2	Reporting engine	jasperreports-3.7.3	JasperReports	diagram generator/data visualization	1.5.0_22	GNU LESSER GENERAL PUBLIC LICENSE Version 3, 29 June 2007;src/jasperreports-3.7.4/license.txt	r	2010-07-20	net.sf.jasperreports.	1844	1844	1410	1462	306067	170064	http://www.jasperforge.org/
javacc	Active	2	Parser generator	javacc-3.2	<none>	parsers/generators/make	1.1.8_16-solaris	Copyright (c) 2003 Sun Microsystems, Inc.;src/javacc-3.2/LICENSE	f	2003-08-12	org.javacc.	132	86	79	125	19064	13807	https://javacc.dev.java.net/
javacc	Active	2	Parser generator	javacc-5.0	<none>	parsers/generators/make	1.5.0_22	Copyright (c) 2006, Sun Microsystems, Inc.;src/javacc/LICENSE	r	2009-10-20	org.javacc.	151	100	88	134	21100	13772	https://javacc.dev.java.net
jboss	Active	1	Application Server	jboss-5.1.0	<none>	middleware	1.7.0	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/jboss-5.1.0.GA-src/server/src/docs/LICENSE.txt	r	2009-05-23	org.jboss. javax.management.	15247	3612	2602	11456	486511	281643	http://www.jboss.org/jbossas
jchempaint	Active	2	Library for bio- and cheminformatics and computational chemistry	jchempaint-2.0.12	Chemistry Development Kit	SDK	1.4.2_19	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/jchempaint-2.0.12/doc/gpl.license	f	2005-12-21	org.openscience.	703	123	83	612	11002	6321	http://sourceforge.net/projects/cdk/
jchempaint	Active	2	Library for bio- and cheminformatics and computational chemistry	jchempaint-3.0.1	<none>	SDK	1.5.0_22	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/cdk/doc/lgpl.license	r	2010-02-13	org.openscience.	1068	1045	941	958	166730	90831	http://sourceforge.net/projects/cdk/
jedit	Active	2	Development environment	jedit-4.3pre14	<none>	tool	1.5.0_22	The Apache Software License, Version 1.1;src/jEdit/doc/Apache.LICENSE.txt	f	2008-04-27	org.gjt.	1045	1045	460	469	149569	101105	http://www.jedit.org
jedit	Active	2	Development environment	jedit-4.3.2	jEdit	tool	1.5.0_22	The Apache Software License, Version 1.1;src/jEdit/doc/Apache.LICENSE.txt	r	2010-05-09	org.gjt.sp.jedit. org.gjt.sp.util.	1128	1128	483	488	158201	107469	http://www.jedit.org
jena	Active	2	Framework for Semantic Web applications	jena-2.5.5	<none>	middleware	1.4.2_19	Jena Semantic Web Framework - License;src/Jena-2.5.5/doc/license.html	f	2008-02-18	com.hp.hpl.jena jena	1564	1564	1048	1050	197976	89987	http://jena.sourceforge.net
jena	Active	2	Framework for Semantic Web applications	jena-2.6.3	Jena	middleware	1.5.0_22	NONE; Jena 2.0 seems to have been released under Apache License, Version 2.0, January 2004 according to http://jena.apache.org (checked 20130729)	r	2010-06-01	com.hp.hpl.jena jena	3572	1392	914	2268	164679	70948	http://jena.sourceforge.net
jext	Moribund	1	Development environment	jext-5.0	<none>	diagram generator/data visualization	1.4.2_19	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/jext-src-5.0/LICENSE	r	2004-07-07	org.jext. com.incors	504	504	377	382	47173	26565	http://sourceforge.net/projects/jext/
jfreechart	Active	3	Chart library	jfreechart-1.0.0-rc1	JFreeChart	tool	1.4.2_19	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/jfreechart-1.0.0-rc1/licence-LGPL.txt	f	2005-06-02	org.jfree.	485	485	467	469	157693	71281	http://sourceforge.net/projects/jfreechart
jfreechart	Active	3	Chart library	jfreechart-1.0.1	<none>	tool	1.3.1_20	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/jfreechart-1.0.1/licence-LGPL.txt	f	2006-01-27	org.jfree	482	482	464	466	157959	70810	http://www.jfree.org/jfreechart/
jfreechart	Active	3	Chart library	jfreechart-1.0.13	JFreeChart	tool	1.4.2_19	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/jfreechart-1.0.13/licence-LGPL.txt	r	2009-04-20	org.jfree	857	649	606	789	224889	98078	http://www.jfree.org/jfreechart/
jgraph	Closed	39	Graph management and visualisation	jgraph-5.4.4-java1.3	<none>	tool	1.3.1_20	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/LICENSE	e	2005-03-28	org.jgraph.	98	98	51	51	21377	11324	http://www.jgraph.com/
jgraph	Closed	39	Graph management and visualisation	jgraph-5.4.4-java1.4	<none>	tool	1.4.2_19	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/LICENSE	e	2005-03-28	org.jgraph.	88	88	50	50	20427	10780	http://www.jgraph.com/
jgraph	Closed	39	Graph management and visualisation	jgraph-5.5	<none>	tool	1.4.2_19	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/LICENSE	e	2005-05-24	org.jgraph.	88	88	50	50	20791	10861	http://sourceforge.net/projects/jgraph
jgraph	Closed	39	Graph management and visualisation	jgraph-5.5.1	<none>	tool	1.4.2_19	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/LICENSE	e	2005-05-31	org.jgraph.	89	89	50	50	20847	10900	http://sourceforge.net/projects/jgraph
jgraph	Closed	39	Graph management and visualisation	jgraph-5.6.2	<none>	tool	1.4.2_19	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/LICENSE	e	2005-07-29	org.jgraph.	89	89	50	50	21733	11809	http://sourceforge.net/projects/jgraph
jgraph	Closed	39	Graph management and visualisation	jgraph-5.6.2.1	<none>	tool	1.4.2_19	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/LICENSE	e	2005-07-31	org.jgraph.	89	89	50	50	21729	11801	http://sourceforge.net/projects/jgraph
jgraph	Closed	39	Graph management and visualisation	jgraph-5.6.3	<none>	tool	1.4.2_19	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/LICENSE	e	2005-08-07	org.jgraph.	89	89	50	50	21750	11379	http://sourceforge.net/projects/jgraph
jgraph	Closed	39	Graph management and visualisation	jgraph-5.7	<none>	tool	1.4.2_19	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/LICENSE	e	2005-08-28	org.jgraph.	90	90	50	50	22015	11555	http://sourceforge.net/projects/jgraph
jgraph	Closed	39	Graph management and visualisation	jgraph-5.7.1	<none>	tool	1.4.2_19	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/LICENSE	e	2005-08-31	org.jgraph.	90	90	50	50	22205	11638	http://sourceforge.net/projects/jgraph
jgraph	Closed	39	Graph management and visualisation	jgraph-5.7.3	<none>	tool	1.4.2_19	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/LICENSE	e	2005-09-27	org.jgraph.	90	90	50	50	22317	11710	http://sourceforge.net/projects/jgraph
jgraph	Closed	39	Graph management and visualisation	jgraph-5.7.3.1	<none>	tool	1.4.2_19	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/LICENSE	e	2005-10-05	org.jgraph.	90	90	50	50	22321	11714	http://sourceforge.net/projects/jgraph
jgraph	Closed	39	Graph management and visualisation	jgraph-5.7.4	<none>	tool	1.4.2_19	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/LICENSE	e	2005-11-01	org.jgraph.	90	90	50	50	22319	11710	http://sourceforge.net/projects/jgraph
jgraph	Closed	39	Graph management and visualisation	jgraph-5.7.4.1	<none>	tool	1.4.2_19	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/LICENSE	e	2005-11-16	org.jgraph.	90	90	50	50	22379	11756	http://sourceforge.net/projects/jgraph
jgraph	Closed	39	Graph management and visualisation	jgraph-5.7.4.2	<none>	tool	1.4.2_19	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/LICENSE	e	2005-11-25	org.jgraph.	90	90	50	50	22382	11756	http://www.jgraph.com/
jgraph	Closed	39	Graph management and visualisation	jgraph-5.7.4.3	<none>	tool	1.4.2_19	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/LICENSE	e	2005-12-05	org.jgraph.	90	90	50	50	22392	11762	http://sourceforge.net/projects/jgraph
jgraph	Closed	39	Graph management and visualisation	jgraph-5.7.4.4	<none>	tool	1.4.2_19	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/LICENSE	e	2005-12-08	org.jgraph.	90	90	50	50	22393	11764	http://sourceforge.net/projects/jgraph
jgraph	Closed	39	Graph management and visualisation	jgraph-5.7.4.5	<none>	tool	1.4.2_19	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/LICENSE	e	2006-01-03	org.jgraph.	90	90	50	50	22533	11835	http://sourceforge.net/projects/jgraph
jgraph	Closed	39	Graph management and visualisation	jgraph-5.7.4.6	<none>	tool	1.4.2_19	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/LICENSE	e	2006-01-30	org.jgraph.	90	90	50	50	22550	11855	http://sourceforge.net/projects/jgraph
jgraph	Closed	39	Graph management and visualisation	jgraph-5.7.4.7	<none>	tool	1.4.2_19	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/LICENSE	e	2006-02-20	org.jgraph.	90	90	50	50	22550	11855	http://sourceforge.net/projects/jgraph
jgraph	Closed	39	Graph management and visualisation	jgraph-5.8.0.0	<none>	tool	1.4.2_19	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/LICENSE	e	2006-03-16	org.jgraph.	90	90	50	50	22583	11876	http://sourceforge.net/projects/jgraph
jgraph	Closed	39	Graph management and visualisation	jgraph-5.8.1.1	<none>	tool	1.4.2_19	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/LICENSE	e	2006-05-02	org.jgraph.	90	90	50	50	22713	11959	http://sourceforge.net/projects/jgraph
jgraph	Closed	39	Graph management and visualisation	jgraph-5.8.2.0	<none>	tool	1.4.2_19	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/LICENSE	e	2006-05-18	org.jgraph.	90	90	50	50	22721	11961	http://sourceforge.net/projects/jgraph
jgraph	Closed	39	Graph management and visualisation	jgraph-5.8.2.1	<none>	tool	1.4.2_19	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/LICENSE	e	2006-05-23	org.jgraph.	90	90	50	50	22728	11967	http://sourceforge.net/projects/jgraph
jgraph	Closed	39	Graph management and visualisation	jgraph-5.8.3.1	<none>	tool	1.4.2_19	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/LICENSE	e	2006-06-21	org.jgraph.	90	90	50	50	22934	12143	http://sourceforge.net/projects/jgraph
jgraph	Closed	39	Graph management and visualisation	jgraph-5.9.0.0	<none>	tool	1.4.2_19	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/LICENSE	e	2006-07-06	org.jgraph.	90	90	50	50	22963	12148	http://sourceforge.net/projects/jgraph
jgraph	Closed	39	Graph management and visualisation	jgraph-5.9.1.0	<none>	tool	1.4.2_19	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/LICENSE	e	2006-07-11	org.jgraph.	90	90	50	50	23055	12201	http://sourceforge.net/projects/jgraph
jgraph	Closed	39	Graph management and visualisation	jgraph-5.9.2.0	<none>	tool	1.4.2_19	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/LICENSE	e	2006-07-25	org.jgraph.	90	90	50	50	23201	12262	http://sourceforge.net/projects/jgraph
jgraph	Closed	39	Graph management and visualisation	jgraph-5.10.0.0	<none>	tool	1.4.2_19	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/LICENSE	e	2006-07-31	org.jgraph.	90	90	50	50	23495	12454	http://sourceforge.net/projects/jgraph
jgraph	Closed	39	Graph management and visualisation	jgraph-5.10.0.1	<none>	tool	1.4.2_19	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/LICENSE	e	2006-08-03	org.jgraph.	90	90	50	50	23533	12487	http://sourceforge.net/projects/jgraph
jgraph	Closed	39	Graph management and visualisation	jgraph-5.9.2.1	<none>	tool	1.4.2_19	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/LICENSE	e	2006-11-16	org.jgraph.	90	90	50	50	23319	12341	http://sourceforge.net/projects/jgraph
jgraph	Closed	39	Graph management and visualisation	jgraph-5.10.2.0	<none>	tool	1.4.2_19	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/LICENSE	e	2007-11-28	org.jgraph.	92	92	52	52	24838	13189	http://sourceforge.net/projects/jgraph
jgraph	Closed	39	Graph management and visualisation	jgraph-5.11.0.0	<none>	tool	1.4.2_19	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/LICENSE	e	2008-01-30	org.jgraph	92	92	52	52	24942	13288	http://sourceforge.net/projects/jgraph/
